Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
WT-37-55-2_R2_001 - polyg	(1, 0.34227922155752216)	(2, 0.3466790874374726)	(3, 0.35071482648597885)	(4, 0.35511469236592924)	(5, 0.35866492897250996)	(6, 0.3623061972869517)	(7, 0.3661902168223562)	(8, 0.3696190778184555)	(9, 0.37323000223027686)	(10, 0.37922292299779553)	(12, 0.386945446214674)	(14, 0.3911177328249718)	(16, 0.39346938527804876)	(18, 0.3951686438247882)	(20, 0.3969892779820091)	(22, 0.39830923774599425)	(24, 0.3996140255586692)	(26, 0.400296763367627)	(28, 0.4008429536147933)	(30, 0.4011615645923069)	(32, 0.401692582888163)	(34, 0.40205670971960716)	(36, 0.40240566459974114)	(38, 0.4027242755772548)	(40, 0.4029821987495278)	(42, 0.4033008097270414)	(44, 0.40358907680193473)	(46, 0.4037256243637263)	(48, 0.403786312168967)	(50, 0.40398354753599924)	(52, 0.4040745792438603)	(54, 0.40415043900041114)	(56, 0.4043021585135129)	(58, 0.40437801827006375)	(60, 0.4045904255884062)	(62, 0.4047573170528181)	(64, 0.4048786926632995)	(66, 0.4050455841277114)	(68, 0.40515178778688266)	(70, 0.40519730364081313)	(72, 0.4052883353486742)	(74, 0.4053945390078454)	(76, 0.40542488291046574)	(78, 0.4054703987643963)	(80, 0.40556143047225734)	(82, 0.40572832193666925)	(84, 0.40578900974190996)	(86, 0.4059407292550117)	(88, 0.40603176096287275)	(90, 0.4062138243785948)	(92, 0.40636554389169655)	(94, 0.4065172634047983)	(96, 0.4067903585283814)	(98, 0.4070482817006544)	(100, 0.4071848292624459)	(102, 0.40730620487292735)	(104, 0.4074275804834087)	(106, 0.40757929999651044)	(108, 0.4076096438991308)	(110, 0.4076855036556817)	(112, 0.40779170731485287)	(114, 0.40809514634105637)	(116, 0.4083530695133293)	(118, 0.40865650853953284)	(120, 0.4089447756144261)	(122, 0.4091723548840787)	(124, 0.40944545000766186)	(126, 0.40985509269303655)	(128, 0.41012818781661964)	(130, 0.41038611098889266)	(132, 0.4107047219664063)	(134, 0.4110840207491606)	(136, 0.41138745977536406)	(138, 0.41170607075287774)
WT-37-55-3_R1_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 3.390569537699234e-05)	(4, 3.390569537699234e-05)	(5, 3.390569537699234e-05)	(6, 3.390569537699234e-05)	(7, 3.390569537699234e-05)	(8, 3.390569537699234e-05)	(9, 0.00010171708613097703)	(10, 0.00010171708613097703)	(12, 0.00010171708613097703)	(14, 0.00011866993381947319)	(16, 0.00013562278150796935)	(18, 0.00015257562919646553)	(20, 0.00020343417226195405)	(22, 0.0003221041060814272)	(24, 0.0003390569537699234)	(26, 0.0004407740399009004)	(28, 0.00047467973527789276)	(30, 0.0005255382783433813)	(32, 0.0006442082121628545)	(34, 0.0006781139075398468)	(36, 0.0007289724506053353)	(38, 0.0007798309936708238)	(40, 0.00079678384135932)	(42, 0.000898500927490297)	(44, 0.0010341237089982664)	(46, 0.0010849822520637548)	(48, 0.0011527936428177396)	(50, 0.0012545107289487166)	(52, 0.0013392749673911976)	(54, 0.001407086358145182)	(56, 0.0015596619873416476)	(58, 0.0017122376165381132)	(60, 0.001780049007292098)	(62, 0.0018648132457345788)	(64, 0.0020852002656850293)	(66, 0.002407304371766456)	(68, 0.0026446442394054024)	(70, 0.002814172716290364)	(72, 0.0031362768223717917)	(74, 0.003475333776141715)	(76, 0.0038991549683541193)	(78, 0.004441646094385997)	(80, 0.005306241326499301)	(82, 0.006086072320170125)	(84, 0.007086290333791399)	(86, 0.0077983099367082385)	(88, 0.008527282387313574)	(90, 0.009815698811639281)	(92, 0.011392313646669427)	(94, 0.013358843978534983)	(96, 0.015596619873416477)	(98, 0.01824126411282188)	(100, 0.021970890604291037)	(102, 0.025225837360482305)	(104, 0.02993872901788424)	(106, 0.035092394715187075)	(108, 0.041263231273799675)	(110, 0.04816304028301762)	(112, 0.0549102736630391)	(114, 0.06318326333502523)	(116, 0.07281248082209105)	(118, 0.0845438514225304)	(120, 0.09817394096408133)	(122, 0.11205832322095968)	(124, 0.12690901779608232)	(126, 0.14377710124613602)	(128, 0.16228961092197383)	(130, 0.18246349967128428)	(132, 0.2045191545140178)	(134, 0.22777846154263454)	(136, 0.25559808459945677)	(138, 0.2834346605039675)
WT-37-55-3_R1_001 - polya	(1, 0.01651207364859527)	(2, 0.023530552591632684)	(3, 0.03160010809135686)	(4, 0.03794047312685443)	(5, 0.04553534889130072)	(6, 0.05319803604650098)	(7, 0.06086072320170125)	(8, 0.06842169327077055)	(9, 0.07333801910043443)	(10, 0.08306895367363124)	(12, 0.09593616506919983)	(14, 0.10714199739129579)	(16, 0.11846649964721123)	(18, 0.12994357753232316)	(20, 0.1407255886622067)	(22, 0.15065995740766547)	(24, 0.15972973092101092)	(26, 0.16991839238179712)	(28, 0.1806325921209267)	(30, 0.19005837543573056)	(32, 0.19975540431355038)	(34, 0.20948633888674717)	(36, 0.219047744983059)	(38, 0.2287786795562558)	(40, 0.23803493439417472)	(42, 0.24737595347053612)	(44, 0.25775109625589576)	(46, 0.2680245219551245)	(48, 0.27824708911128765)	(50, 0.2872829569292561)	(52, 0.2983531664698441)	(54, 0.30662615614183025)	(56, 0.3146109474031119)	(58, 0.3237654851548999)	(60, 0.3330217399928188)	(62, 0.34388851536114484)	(64, 0.35343296860976814)	(66, 0.36280789338150654)	(68, 0.3728439792130963)	(70, 0.3832699805415214)	(72, 0.393916368889897)	(74, 0.40634280624556474)	(76, 0.4165314677063509)	(78, 0.42488922161677956)	(80, 0.43409461791163295)	(82, 0.4437746939417643)	(84, 0.45450584652858234)	(86, 0.46483013077087654)	(88, 0.4772226624311672)	(90, 0.48856411753477114)	(92, 0.5000242425721946)	(94, 0.5102807154237348)	(96, 0.5190114319833103)	(98, 0.5284033096027372)	(100, 0.5375239416591481)	(102, 0.5475939331861148)	(104, 0.5583081329252444)	(106, 0.5696326351811598)	(108, 0.5798891080327)	(110, 0.5903659679041906)	(112, 0.6005546293649768)	(114, 0.6113196876471719)	(116, 0.6217965475186625)	(118, 0.6318326333502523)	(120, 0.6425976916324474)	(122, 0.6522947205102672)	(124, 0.6636700813092481)	(126, 0.6734688272731989)	(128, 0.6843525554892134)	(130, 0.6952193308575394)	(132, 0.705797907815161)	(134, 0.7167155417265526)	(136, 0.7273788829226167)	(138, 0.7371098174958135)
WT-37-55-3_R2_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 6.781139075398468e-05)	(10, 6.781139075398468e-05)	(12, 6.781139075398468e-05)	(14, 0.00011866993381947319)	(16, 0.00013562278150796935)	(18, 0.00015257562919646553)	(20, 0.00020343417226195405)	(22, 0.0002203870199504502)	(24, 0.0002712455630159387)	(26, 0.00037296264914691576)	(28, 0.0004068683445239081)	(30, 0.0004746797352778928)	(32, 0.0005763968214088698)	(34, 0.0005763968214088698)	(36, 0.0006611610598513506)	(38, 0.0007120196029168391)	(40, 0.0007289724506053353)	(42, 0.0008137366890478162)	(44, 0.0009154537751787932)	(46, 0.0010171708613097702)	(48, 0.0010849822520637548)	(50, 0.0011527936428177396)	(52, 0.001203652185883228)	(54, 0.0012714635766372128)	(56, 0.0014240392058336784)	(58, 0.0016613790734726248)	(60, 0.0017630961596036016)	(62, 0.0019665303318655556)	(64, 0.0022038701995045025)	(66, 0.002593785696339914)	(68, 0.0029158898024213417)	(70, 0.0031701825177487836)	(72, 0.0035431451668956997)	(74, 0.003933060663731112)	(76, 0.004306023312878027)	(78, 0.004950231525040882)	(80, 0.005899590995596667)	(82, 0.006781139075398469)	(84, 0.0077983099367082385)	(86, 0.00859509377806756)	(88, 0.009391877619426878)	(90, 0.010680294043752588)	(92, 0.01230776742184822)	(94, 0.014426873382910241)	(96, 0.01661379073472625)	(98, 0.01920757643106616)	(100, 0.022903297227158326)	(102, 0.0261243382879726)	(104, 0.030972852726882504)	(106, 0.036126518424185336)	(108, 0.0420430622674705)	(110, 0.04907849405819641)	(112, 0.056012208762791345)	(114, 0.06426824558708899)	(116, 0.07401613300797427)	(118, 0.0858492206945446)	(120, 0.09973360295142297)	(122, 0.11370274944674381)	(124, 0.12887554812794788)	(126, 0.1460487828363945)	(128, 0.16483253807524825)	(130, 0.1850911910630012)	(132, 0.20702817597191525)	(134, 0.22986366180831957)	(136, 0.25698821810991346)	(138, 0.28463831268985074)
WT-37-55-3_R2_001 - polya	(1, 0.019495774841770595)	(2, 0.028887652461197476)	(3, 0.03746579339157654)	(4, 0.04475551789762989)	(5, 0.053469281609516923)	(6, 0.06187789406301102)	(7, 0.06960839260896527)	(8, 0.07706764559190359)	(9, 0.08208568850769846)	(10, 0.0925286426838121)	(12, 0.10593834520541257)	(14, 0.1181952540841953)	(16, 0.12940108640629128)	(18, 0.14009833329773236)	(20, 0.15074472164610794)	(22, 0.1602552691993543)	(24, 0.1695284768849617)	(26, 0.17961542125961694)	(28, 0.18965150709120665)	(30, 0.20039961252571323)	(32, 0.2098762543835826)	(34, 0.21892907504923953)	(36, 0.22777846154263454)	(38, 0.23671261227447205)	(40, 0.24588410287394846)	(42, 0.25571675453327625)	(44, 0.2643457540067208)	(46, 0.27300865917554235)	(48, 0.2832990377224595)	(50, 0.29245357547424744)	(52, 0.3022014628951327)	(54, 0.3110847550839047)	(56, 0.31976461310041476)	(58, 0.3291395378721531)	(60, 0.3377007259548437)	(62, 0.34690612224969714)	(64, 0.35694220808128685)	(66, 0.365215197753273)	(68, 0.37335256464375116)	(70, 0.3817442242495568)	(72, 0.39169554584270405)	(74, 0.4014773389589663)	(76, 0.41120827353216316)	(78, 0.4205153869131475)	(80, 0.4299411702279514)	(82, 0.4399433503641641)	(84, 0.45064059725560524)	(86, 0.4603206732857365)	(88, 0.4696955980574749)	(90, 0.4811557230948983)	(92, 0.4904967421712597)	(94, 0.5002276767444566)	(96, 0.509602601516195)	(98, 0.5193335360893917)	(100, 0.5287254137088186)	(102, 0.537761281526787)	(104, 0.5462207525233467)	(106, 0.5566976123948373)	(108, 0.5655978574312978)	(110, 0.5758882359782149)	(112, 0.5865346243265905)	(114, 0.5971132012842122)	(116, 0.6059795406252957)	(118, 0.6152357954632146)	(120, 0.6253905512286237)	(122, 0.6360708452723763)	(124, 0.6458526383886386)	(126, 0.6562955925647522)	(128, 0.666162149919457)	(130, 0.6761134715126043)	(132, 0.6868446240994224)	(134, 0.6984912304614193)	(136, 0.7090528545713524)	(138, 0.719122846098319)
WT-37-55-3_R2_001 - polyg	(1, 0.2351020917440649)	(2, 0.24069653148126863)	(3, 0.243544609892936)	(4, 0.24717251929827416)	(5, 0.24995278631918755)	(6, 0.2528008647308549)	(7, 0.2557845659240302)	(8, 0.25825968168655067)	(9, 0.26144681705198797)	(10, 0.26622752010014383)	(12, 0.272177969638806)	(14, 0.2753820578519318)	(16, 0.27738249387917435)	(18, 0.27860309891274604)	(20, 0.27960331692636736)	(22, 0.2802814308339072)	(24, 0.28101040328451254)	(26, 0.2815020358674789)	(28, 0.2819258570596913)	(30, 0.28214624407964173)	(32, 0.2826039709672311)	(34, 0.28287521653024705)	(36, 0.28304474500713206)	(38, 0.28321427348401707)	(40, 0.28346856619934446)	(42, 0.2835702832854754)	(44, 0.2836211418285409)	(46, 0.2838584816961799)	(48, 0.28402801017306484)	(50, 0.28411277441150734)	(52, 0.2841636329545728)	(54, 0.2842483971930153)	(56, 0.2842823028883923)	(58, 0.28445183136527724)	(60, 0.28446878421296573)	(62, 0.2845026899083427)	(64, 0.28455354845140823)	(66, 0.2846213598421622)	(68, 0.2846383126898507)	(70, 0.2848247940144242)	(72, 0.2849943224913091)	(74, 0.2850960395774401)	(76, 0.2851468981205056)	(78, 0.28523166235894803)	(80, 0.2852486152066366)	(82, 0.2853503322927675)	(84, 0.285469002226587)	(86, 0.2855876721604065)	(88, 0.28572329494191445)	(90, 0.2859606348095534)	(92, 0.2860962575910614)	(94, 0.2862657860679463)	(96, 0.2864014088494543)	(98, 0.28650312593558525)	(100, 0.2866557015647817)	(102, 0.2869099942801092)	(104, 0.28701171136624015)	(106, 0.28713038130005963)	(108, 0.2872829569292561)	(110, 0.2873507683200101)	(112, 0.2874524854061411)	(114, 0.28755420249227204)	(116, 0.287622013883026)	(118, 0.2878763065983535)	(120, 0.2881136464659924)	(122, 0.28836793918131987)	(124, 0.28850356196282784)	(126, 0.2887578546781553)	(128, 0.2889782416981057)	(130, 0.2890969116319252)	(132, 0.28936815719494113)	(134, 0.28989369547328453)	(136, 0.2901649410363004)	(138, 0.2903853280562509)
WT-CTRL_R1_001 - illumina_universal_adapter	(1, 3.244713712419726e-05)	(2, 3.244713712419726e-05)	(3, 3.244713712419726e-05)	(4, 3.244713712419726e-05)	(5, 3.244713712419726e-05)	(6, 3.244713712419726e-05)	(7, 3.244713712419726e-05)	(8, 3.244713712419726e-05)	(9, 3.244713712419726e-05)	(10, 8.111784281049315e-05)	(12, 0.00012978854849678904)	(14, 0.00012978854849678904)	(16, 0.00012978854849678904)	(18, 0.00019468282274518354)	(20, 0.00021090639130728217)	(22, 0.0002271299598693808)	(24, 0.00027580066555567674)	(26, 0.00034069493980407115)	(28, 0.00037314207692826847)	(30, 0.0004055892140524657)	(32, 0.00048670705686295885)	(34, 0.000567824899673452)	(36, 0.0006651663110460438)	(38, 0.0007138370167323396)	(40, 0.0007949548595428328)	(42, 0.0009571905451638192)	(44, 0.001005861250850115)	(46, 0.0011032026622227068)	(48, 0.0012167676421573972)	(50, 0.001265438347843693)	(52, 0.0013303326220920875)	(54, 0.0014114504649025807)	(56, 0.0015574625819614685)	(58, 0.0017196982675824549)	(60, 0.0019306046588897369)	(62, 0.0022064053244454135)	(64, 0.0024984295585631887)	(66, 0.0026444416756220765)	(68, 0.002936465909739852)	(70, 0.0031311487324850356)	(72, 0.0033745022609165147)	(74, 0.003569185083661698)	(76, 0.003909880023465769)	(78, 0.0046074934716360105)	(80, 0.0053051069198062515)	(82, 0.006116285347911183)	(84, 0.0068463459332056215)	(86, 0.007754865772683145)	(88, 0.00887429200346795)	(90, 0.01030196603693263)	(92, 0.012005440735952985)	(94, 0.012978854849678903)	(96, 0.014568764568764568)	(98, 0.01682384059889628)	(100, 0.01974408294007403)	(102, 0.022648101712689685)	(104, 0.026314628207723977)	(106, 0.031051910227856774)	(108, 0.03616233432491785)	(110, 0.04158100622465879)	(112, 0.048200222197995024)	(114, 0.0556468401679983)	(116, 0.06351527092061614)	(118, 0.07260046931539137)	(120, 0.08340536597774906)	(122, 0.09531346530232945)	(124, 0.10800029591789057)	(126, 0.12216347127260267)	(128, 0.13801389775777304)	(130, 0.1563952009386308)	(132, 0.17701535658105816)	(134, 0.19940388119675426)	(136, 0.22433950607669984)	(138, 0.2519844669065159)
WT-CTRL_R1_001 - polya	(1, 0.01878689239491021)	(2, 0.02582792115086102)	(3, 0.03497801381988464)	(4, 0.04321958664943075)	(5, 0.05191541939871561)	(6, 0.06054635787375208)	(7, 0.06810654082369004)	(8, 0.07758110486395564)	(9, 0.08416787370016769)	(10, 0.09435627475716563)	(12, 0.10902238073730278)	(14, 0.12169298778430182)	(16, 0.13327661573764024)	(18, 0.14406528883143582)	(20, 0.15527577470784598)	(22, 0.1669080733668707)	(24, 0.17818345351752923)	(26, 0.18989687001936445)	(28, 0.201172250170023)	(30, 0.21222050036081216)	(32, 0.2226360313776795)	(34, 0.23509573203337125)	(36, 0.24679292496664434)	(38, 0.2567866432008971)	(40, 0.2663747722210974)	(42, 0.27646583186672274)	(44, 0.2871571635491457)	(46, 0.29883813291385675)	(48, 0.3111518214524896)	(50, 0.32255699015164496)	(52, 0.3327778383457671)	(54, 0.3431609222255102)	(56, 0.35328442900825974)	(58, 0.36378107786793756)	(60, 0.37486177519585095)	(62, 0.3865427445605619)	(64, 0.3973800883600438)	(66, 0.409093504861879)	(68, 0.4199308486613609)	(70, 0.43089798100933957)	(72, 0.4426600682168611)	(74, 0.4546655089528141)	(76, 0.4661842426319041)	(78, 0.4783681426220402)	(80, 0.48917303928439787)	(82, 0.5014705042544686)	(84, 0.5129405672278724)	(86, 0.5261952227431069)	(88, 0.5379410863820664)	(90, 0.5499951978237057)	(92, 0.5619357442854103)	(94, 0.5742656563926052)	(96, 0.586254873559996)	(98, 0.5999313418578451)	(100, 0.6131859973730798)	(102, 0.6254347916374643)	(104, 0.6366777246509986)	(106, 0.6500297215776057)	(108, 0.6609806303570224)	(110, 0.6716395149023211)	(112, 0.6844723576349412)	(114, 0.69745121248462)	(116, 0.7091484054178931)	(118, 0.7212025168595324)	(120, 0.7335648761038516)	(122, 0.7465275073849684)	(124, 0.7591494437262811)	(126, 0.7692080562347823)	(128, 0.7806456720710618)	(130, 0.7920021700645308)	(132, 0.8059868861650599)	(134, 0.8195660130515364)	(136, 0.8325286443326532)	(138, 0.8452316985167765)
WT-CTRL_R2_001 - illumina_universal_adapter	(1, 3.244713712419726e-05)	(2, 3.244713712419726e-05)	(3, 3.244713712419726e-05)	(4, 3.244713712419726e-05)	(5, 3.244713712419726e-05)	(6, 6.489427424839452e-05)	(7, 6.489427424839452e-05)	(8, 9.734141137259177e-05)	(9, 9.734141137259177e-05)	(10, 0.00014601211705888765)	(12, 0.00019468282274518354)	(14, 0.00019468282274518354)	(16, 0.00019468282274518354)	(18, 0.00019468282274518354)	(20, 0.00022712995986938082)	(22, 0.00027580066555567674)	(24, 0.00034069493980407115)	(26, 0.00037314207692826847)	(28, 0.0004055892140524657)	(30, 0.000438036351176663)	(32, 0.0005353777625492547)	(34, 0.0005840484682355506)	(36, 0.0006489427424839452)	(38, 0.0007625077224186355)	(40, 0.0008922962709154245)	(42, 0.0010220848194122138)	(44, 0.0011032026622227068)	(46, 0.0012005440735952985)	(48, 0.0012978854849678904)	(50, 0.0013627797592162848)	(52, 0.0014276740334646792)	(54, 0.0015412390133993697)	(56, 0.001703474699020356)	(58, 0.001881933953203441)	(60, 0.002060393207386526)	(62, 0.002352417441504301)	(64, 0.0027255595184325697)	(66, 0.002920242341177753)	(68, 0.0033420551237923176)	(70, 0.0034880672408512054)	(72, 0.0036989736321584874)	(74, 0.0038774328863415723)	(76, 0.004169457120459347)	(78, 0.004656164177322306)	(80, 0.0053051069198062515)	(82, 0.006116285347911183)	(84, 0.0068463459332056215)	(86, 0.007771089341245243)	(88, 0.008793174160657457)	(90, 0.010139730351311643)	(92, 0.011680969364711014)	(94, 0.012703054184123225)	(96, 0.014390305314581485)	(98, 0.01641825138484381)	(100, 0.019224928746086875)	(102, 0.02186937042170895)	(104, 0.02547100264249485)	(106, 0.030029825408444562)	(108, 0.034961790251322546)	(110, 0.0402831207396909)	(112, 0.04683744243877874)	(114, 0.054024483311788433)	(116, 0.06163333696741269)	(118, 0.07047518183375645)	(120, 0.08098805426199636)	(122, 0.0923932229611517)	(124, 0.10452845224560146)	(126, 0.11815624983776432)	(128, 0.13322794503195395)	(130, 0.15057093982483738)	(132, 0.17023390492210091)	(134, 0.19150300330701223)	(136, 0.21494605987924476)	(138, 0.24041706252173958)
WT-CTRL_R2_001 - polya	(1, 0.017067194127327757)	(2, 0.029007740589032348)	(3, 0.03822272753230437)	(4, 0.04876804709766848)	(5, 0.058047928315188894)	(6, 0.06697089102434314)	(7, 0.07492043961977146)	(8, 0.08371361378042892)	(9, 0.08974878128552961)	(10, 0.10073213720207039)	(12, 0.11444105263704372)	(14, 0.12584622133619908)	(16, 0.13660244729287047)	(18, 0.14732622611241764)	(20, 0.15756329787510187)	(22, 0.1679301581862829)	(24, 0.17828079492890184)	(26, 0.18790137108622632)	(28, 0.19721369944087092)	(30, 0.20720741767512368)	(32, 0.21595192113009487)	(34, 0.2260267572071581)	(36, 0.2355337683845479)	(38, 0.2449758852876893)	(40, 0.2547749206991968)	(42, 0.2639899076424689)	(44, 0.274372991522212)	(46, 0.2842044740708438)	(48, 0.29515538285026033)	(50, 0.3046299468905259)	(52, 0.31382871026523584)	(54, 0.3222811894860893)	(56, 0.3303118559243281)	(58, 0.33916992435923393)	(60, 0.3487418298108721)	(62, 0.35734032114878445)	(64, 0.3677071814599654)	(66, 0.378495854553761)	(68, 0.38818132498533386)	(70, 0.39825616106239714)	(72, 0.407276465182924)	(74, 0.41540447303253536)	(76, 0.4236298222935194)	(78, 0.4330070449224124)	(80, 0.44204357261150135)	(82, 0.4516641487688258)	(84, 0.46086291214353575)	(86, 0.47134333743465145)	(88, 0.48237536405687853)	(90, 0.49241775299681756)	(92, 0.5019734348798937)	(94, 0.5111559746860415)	(96, 0.5193813239470255)	(98, 0.5286125344588597)	(100, 0.5369514486997783)	(102, 0.5460041999574294)	(104, 0.5537103950244262)	(106, 0.5631849590646918)	(108, 0.5723999460079638)	(110, 0.5824098878107786)	(112, 0.5919331225567306)	(114, 0.6010994387943163)	(116, 0.6096330358579802)	(118, 0.6193347298581151)	(120, 0.6290850945639365)	(122, 0.639046365661065)	(124, 0.6482937997414612)	(126, 0.6571843153134913)	(128, 0.6654421117115994)	(130, 0.6751762528488586)	(132, 0.6837909677553331)	(134, 0.6929572839929188)	(136, 0.7031294614813546)	(138, 0.7123606719931888)
WT-CTRL_R2_001 - polyg	(1, 0.7429420987327446)	(2, 0.8540086491088719)	(3, 0.8748397111426065)	(4, 0.8928154251094117)	(5, 0.9061187513303326)	(6, 0.9189678176315147)	(7, 0.9341855249427633)	(8, 0.9477808753978019)	(9, 0.9625443227893117)	(10, 0.9835862912143536)	(12, 1.0115394998468494)	(14, 1.0286715882484256)	(16, 1.0399307448305222)	(18, 1.047134009272094)	(20, 1.0531205060715083)	(22, 1.0591394500080469)	(24, 1.0648663697104679)	(26, 1.0684842254998157)	(28, 1.071485585683804)	(30, 1.0744220515935439)	(32, 1.076774469035048)	(34, 1.0787212972625)	(36, 1.0805707840785792)	(38, 1.0820633523862924)	(40, 1.0832963435970118)	(42, 1.0843995462592344)	(44, 1.0852756189615878)	(46, 1.0861841388010653)	(48, 1.0869141993863598)	(50, 1.0874820242860332)	(52, 1.0880822963228307)	(54, 1.088633897653942)	(56, 1.0892503932593018)	(58, 1.0896722060419166)	(60, 1.090061571687407)	(62, 1.09054827874427)	(64, 1.0910025386640085)	(66, 1.0912783393295644)	(68, 1.0915216928579956)	(70, 1.0916839285436168)	(72, 1.0918786113663619)	(74, 1.0921544120319178)	(76, 1.0926086719516563)	(78, 1.0928682490486499)	(80, 1.0929331433228984)	(82, 1.0930791554399573)	(84, 1.093371179674075)	(86, 1.0936794274767547)	(88, 1.0940038988479968)	(90, 1.0942148052393041)	(92, 1.0945230530419838)	(94, 1.0946041708847944)	(96, 1.0947501830018536)	(98, 1.095009760098847)	(100, 1.0952531136272783)	(102, 1.095480243587148)	(104, 1.095674926409893)	(106, 1.095869609232638)	(108, 1.0962427513095663)	(110, 1.0965834462493707)	(112, 1.0968430233463642)	(114, 1.0971188240119196)	(116, 1.0974108482460374)	(118, 1.0978813317343383)	(120, 1.0981895795370185)	(122, 1.098465380202574)	(124, 1.098789851573816)	(126, 1.0993576764734896)	(128, 1.099763265687542)	(130, 1.1002013020387185)	(132, 1.1006717855270194)	(134, 1.1014018461123138)	(136, 1.102099459560484)	(138, 1.1027970730086543)
WTA-55-1_R1_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.957875417245301e-05)	(7, 2.957875417245301e-05)	(8, 2.957875417245301e-05)	(9, 2.957875417245301e-05)	(10, 5.915750834490602e-05)	(12, 8.873626251735903e-05)	(14, 0.00011831501668981204)	(16, 0.00022184065629339756)	(18, 0.0002809981646383036)	(20, 0.0002957875417245301)	(22, 0.0003401556729832096)	(24, 0.00035494505006943613)	(26, 0.0003845238042418891)	(28, 0.0005028388209317012)	(30, 0.0006803113459664192)	(32, 0.0007246794772250988)	(34, 0.0007986263626562313)	(36, 0.0007986263626562313)	(38, 0.0008282051168286842)	(40, 0.0008725732480873638)	(42, 0.001020467018949629)	(44, 0.0012275182981568)	(46, 0.0012866758065017058)	(48, 0.0014197802002777445)	(50, 0.0015528845940537832)	(52, 0.0016859889878298217)	(54, 0.0017895146274334072)	(56, 0.0018338827586920868)	(58, 0.002055723414985484)	(60, 0.0022184065629339755)	(62, 0.002425457842141147)	(64, 0.002632509121348318)	(66, 0.0030318223026764334)	(68, 0.003268452336056058)	(70, 0.0036825548944704)	(72, 0.004096657452884742)	(74, 0.00452554938838531)	(76, 0.0049544413238858795)	(78, 0.005812225194887017)	(80, 0.006462957786680983)	(82, 0.007217216018078535)	(84, 0.008134157397424579)	(86, 0.009287728810150246)	(88, 0.01079624527294535)	(90, 0.012600549277464982)	(92, 0.01443443203615707)	(94, 0.01641620856571142)	(96, 0.019181822080835777)	(98, 0.022110118743908627)	(100, 0.025393360457050908)	(102, 0.03000764610795358)	(104, 0.03450361674216644)	(106, 0.03981300311612175)	(108, 0.04558086017975009)	(110, 0.05248749927901787)	(112, 0.06041460539723527)	(114, 0.06936217853440231)	(116, 0.07910837803422557)	(118, 0.09024477898015414)	(120, 0.10263827697841194)	(122, 0.11654029143946487)	(124, 0.1307233040651561)	(126, 0.14659230567867712)	(128, 0.16383671936121721)	(130, 0.18214596819396564)	(132, 0.20160878843943975)	(134, 0.22290549144360589)	(136, 0.2477960130797251)	(138, 0.2738548955056562)
WTA-55-1_R1_001 - polya	(1, 0.017214834928367652)	(2, 0.024786995996515623)	(3, 0.03215210578545642)	(4, 0.039872160624466656)	(5, 0.04694148287168293)	(6, 0.054572801448175806)	(7, 0.06273653759977284)	(8, 0.07196510890157817)	(9, 0.07820622603196575)	(10, 0.0896088357654464)	(12, 0.10281574950344666)	(14, 0.11689523648953429)	(16, 0.12779500740208322)	(18, 0.13833983326456273)	(20, 0.14957975985009486)	(22, 0.16022811135217796)	(24, 0.17121661852724424)	(26, 0.18069660923951544)	(28, 0.19153722264371947)	(30, 0.2017123140790433)	(32, 0.21082257036415883)	(34, 0.2224618101310191)	(36, 0.2318382752036867)	(38, 0.241717579097286)	(40, 0.2518187236471787)	(42, 0.262348760132572)	(44, 0.2739584211452598)	(46, 0.2842518275972734)	(48, 0.29470791719723555)	(50, 0.30429143354911037)	(52, 0.3142742630823132)	(54, 0.3241979351071712)	(56, 0.3352308104134962)	(58, 0.34669257765532174)	(60, 0.357222614140715)	(62, 0.36723502242809036)	(64, 0.378504527767795)	(66, 0.388369042284308)	(68, 0.3977011392257169)	(70, 0.4080684925631617)	(72, 0.4193379979028663)	(74, 0.4300011387820356)	(76, 0.43996917893815235)	(78, 0.45086894985070125)	(80, 0.46141377571318076)	(82, 0.47243186164241946)	(84, 0.4834055794403995)	(86, 0.4935363027444647)	(88, 0.5035487110318401)	(90, 0.515749947127977)	(92, 0.5263982986300599)	(94, 0.5370910182634018)	(96, 0.5481830510780716)	(98, 0.5605765490763295)	(100, 0.5718164756618616)	(102, 0.5833965579203769)	(104, 0.5962781053624802)	(106, 0.6093519147067045)	(108, 0.6215087826715826)	(110, 0.6317134528610789)	(112, 0.644387949023975)	(114, 0.6554208243303001)	(116, 0.6648268681571401)	(118, 0.6764217397927417)	(120, 0.6876172982470151)	(122, 0.6979994409615462)	(124, 0.709668259482579)	(126, 0.7211004479702319)	(128, 0.733774944133128)	(130, 0.7457987077042303)	(132, 0.7567872148792965)	(134, 0.7686926634337088)	(136, 0.7799178006421548)	(138, 0.7912020953589456)
