gene_id	scaffold_id	start	end	strand	product	note
W3030HOtrna5?	scaffold_223	1956	2050	-	None	None
W3030HP00100	scaffold_224	1026	2135	+	hypothetical protein	None
W3030HR00100	scaffold_226	906	1110	+	hypothetical protein	None
W3030HS00100	scaffold_227	80	311	+	hypothetical protein	None
W3030HU00100	scaffold_229	553	1165	-	hypothetical protein	None
W3030HU00110	scaffold_229	1717	1849	-	hypothetical protein	None
W3030HW00100	scaffold_231	1	1843	+	hypothetical protein	None
W3030HYtrna12R	scaffold_233	200	271	-	None	None
W3030Htrna2	scaffold_8	66612	66684	+	None	None
W3030I00100	scaffold_9	669	1662	+	hypothetical protein	None
W3030I00110	scaffold_9	2435	3404	+	hypothetical protein	None
W3030I00120	scaffold_9	3723	4440	+	hypothetical protein	None
W3030I00130	scaffold_9	4689	5394	-	hypothetical protein	None
W3030I00140	scaffold_9	5866	8008	-	hypothetical protein	None
W3030I00150	scaffold_9	8513	12920	-	hypothetical protein	None
W3030I00160	scaffold_9	13253	15272	-	hypothetical protein	None
W3030I00170	scaffold_9	16252	18112	+	hypothetical protein	None
W3030I00180	scaffold_9	18511	22063	+	hypothetical protein	None
W3030I00190	scaffold_9	22228	22909	-	hypothetical protein	None
W3030I00200	scaffold_9	23180	23993	+	hypothetical protein	None
W3030I00210	scaffold_9	24518	25181	+	hypothetical protein	None
W3030I00220	scaffold_9	25704	26067	+	hypothetical protein	None
W3030I00230	scaffold_9	28128	29433	-	hypothetical protein	None
W3030I00240	scaffold_9	29970	30399	-	hypothetical protein	None
W3030I00250	scaffold_9	31116	33051	+	hypothetical protein	None
W3030I00260	scaffold_9	33260	34829	-	hypothetical protein	None
W3030I00270	scaffold_9	35147	36812	-	hypothetical protein	None
W3030I00280	scaffold_9	37605	40518	+	hypothetical protein	None
W3030I00290	scaffold_9	40648	42130	-	hypothetical protein	None
W3030I00300	scaffold_9	42632	44486	+	hypothetical protein	None
W3030I00310	scaffold_9	44799	45147	+	hypothetical protein	None
W3030I00320	scaffold_9	45491	48485	-	hypothetical protein	None
W3030I00330	scaffold_9	48799	50278	-	hypothetical protein	None
W3030I00340	scaffold_9	51002	53024	+	hypothetical protein	None
W3030I00350	scaffold_9	53402	55943	-	hypothetical protein	None
W3030I00360	scaffold_9	56321	59183	-	hypothetical protein	None
W3030I00370	scaffold_9	59506	60811	-	hypothetical protein	None
W3030I00380	scaffold_9	60967	61690	-	hypothetical protein	None
W3030I00390	scaffold_9	62338	63612	+	hypothetical protein	None
W3030I00400	scaffold_9	63944	64403	-	hypothetical protein	None
W3030I00410	scaffold_9	64678	67849	-	hypothetical protein	None
W3030I00420	scaffold_9	68447	68969	+	hypothetical protein	None
W3030I00430	scaffold_9	69558	70689	+	hypothetical protein	None
W3030I00440	scaffold_9	70913	71258	+	hypothetical protein	None
W3030I00450	scaffold_9	71494	72772	-	hypothetical protein	None
W3030I00460	scaffold_9	73084	74545	+	hypothetical protein	None
W3030I00470	scaffold_9	74818	76399	-	hypothetical protein	None
W3030I00480	scaffold_9	76727	76769	-	hypothetical protein	None
W3030I00490	scaffold_9	77422	82216	+	hypothetical protein	None
W3030I00500	scaffold_9	82500	83544	-	hypothetical protein	None
W3030I00510	scaffold_9	84198	85698	-	hypothetical protein	None
W3030I00520	scaffold_9	88108	90331	+	hypothetical protein	None
W3030I00530	scaffold_9	90620	90737	-	hypothetical protein	None
W3030I00540	scaffold_9	91133	91436	-	hypothetical protein	None
W3030I00550	scaffold_9	91767	91989	-	hypothetical protein	None
W3030I00560	scaffold_9	92479	93244	+	hypothetical protein	None
W3030I00570	scaffold_9	93394	93784	+	hypothetical protein	None
W3030I00580	scaffold_9	94629	95385	+	hypothetical protein	None
W3030I00590	scaffold_9	95608	96838	-	hypothetical protein	None
W3030I00600	scaffold_9	97092	97482	+	hypothetical protein	None
W3030I00610	scaffold_9	97874	99515	+	hypothetical protein	None
W3030I00620	scaffold_9	99810	100635	-	hypothetical protein	None
W3030I00630	scaffold_9	101182	102082	+	hypothetical protein	None
W3030I00640	scaffold_9	102292	102799	-	hypothetical protein	None
W3030I00650	scaffold_9	102942	103539	-	hypothetical protein	None
W3030I00660	scaffold_9	103803	104673	+	hypothetical protein	None
W3030I00670	scaffold_9	105541	106606	-	hypothetical protein	None
W3030I00680	scaffold_9	108283	110554	-	hypothetical protein	None
W3030I00690	scaffold_9	112539	112758	-	hypothetical protein	None
W3030I00700	scaffold_9	113013	116346	+	hypothetical protein	None
W3030I00710	scaffold_9	116766	117822	+	hypothetical protein	None
W3030I00720	scaffold_9	118034	119255	-	hypothetical protein	None
W3030I00730	scaffold_9	119521	120868	+	hypothetical protein	None
W3030I00740	scaffold_9	121727	123671	+	hypothetical protein	None
W3030I00750	scaffold_9	124277	125057	+	hypothetical protein	None
W3030I00760	scaffold_9	125415	126918	+	hypothetical protein	None
W3030I00770	scaffold_9	127204	132448	-	hypothetical protein	None
W3030I00780	scaffold_9	133026	134127	+	hypothetical protein	None
W3030I00790	scaffold_9	134471	135683	+	hypothetical protein	None
W3030I00800	scaffold_9	136103	138014	+	hypothetical protein	None
W3030I00810	scaffold_9	138468	139398	+	hypothetical protein	None
W3030I00820	scaffold_9	139681	140404	-	hypothetical protein	None
W3030I00830	scaffold_9	142549	143545	+	hypothetical protein	None
W3030I00840	scaffold_9	143640	144864	-	hypothetical protein	None
W3030I00850	scaffold_9	145571	147239	+	hypothetical protein	None
W3030I00860	scaffold_9	147689	150062	+	hypothetical protein	None
W3030I00870	scaffold_9	150529	151006	+	hypothetical protein	None
W3030I00880	scaffold_9	151322	153701	-	hypothetical protein	None
W3030I00890	scaffold_9	154131	155427	-	hypothetical protein	None
W3030I00900	scaffold_9	155589	156891	-	hypothetical protein	None
W3030I00910	scaffold_9	157310	158939	-	hypothetical protein	None
W3030I00920	scaffold_9	160189	160621	-	hypothetical protein	None
W3030I00930	scaffold_9	161665	162739	-	hypothetical protein	None
W3030I00940	scaffold_9	163273	166669	-	hypothetical protein	None
W3030I00950	scaffold_9	167126	168803	-	hypothetical protein	None
W3030I00960	scaffold_9	169555	170461	+	hypothetical protein	None
W3030I00970	scaffold_9	170862	171648	+	hypothetical protein	None
W3030I00980	scaffold_9	171999	172896	+	hypothetical protein	None
W3030I00990	scaffold_9	173577	175563	+	hypothetical protein	None
W3030I01000	scaffold_9	176640	178245	+	hypothetical protein	None
W3030I01010	scaffold_9	178717	179458	+	hypothetical protein	None
W3030I01020	scaffold_9	179965	182542	+	hypothetical protein	None
W3030I01030	scaffold_9	182712	183600	-	hypothetical protein	None
W3030I01040	scaffold_9	183891	184794	+	hypothetical protein	None
W3030I01050	scaffold_9	185016	186384	+	hypothetical protein	None
W3030I01060	scaffold_9	186541	187819	-	hypothetical protein	None
W3030I01070	scaffold_9	188154	188754	-	hypothetical protein	None
W3030I01080	scaffold_9	189271	189889	-	hypothetical protein	None
W3030IB00100	scaffold_236	554	1724	+	hypothetical protein	None
W3030ICtrna15R	scaffold_237	1392	1463	-	None	None
W3030ID00100	scaffold_238	185	1538	+	hypothetical protein	None
W3030IE00100	scaffold_239	1393	1489	+	hypothetical protein	None
W3030IF00100	scaffold_240	171	1260	+	hypothetical protein	None
W3030IGtrna1F	scaffold_241	1354	1426	-	None	None
W3030II00100	scaffold_243	621	999	+	hypothetical protein	None
W3030IKtrna4	scaffold_245	201	272	+	None	None
W3030IL00100	scaffold_246	712	1345	+	hypothetical protein	None
W3030IN00100	scaffold_248	198	558	+	hypothetical protein	None
W3030IN00110	scaffold_248	554	1433	+	hypothetical protein	None
W3030IO00100	scaffold_249	1235	1415	-	hypothetical protein	None
W3030IQ00100	scaffold_251	244	949	+	hypothetical protein	None
W3030IQ00110	scaffold_251	1100	1259	+	hypothetical protein	None
W3030IT00100	scaffold_254	189	1261	+	hypothetical protein	None
W3030IXtrna6R	scaffold_258	839	910	+	None	None
W3030J00100	scaffold_10	869	2507	+	hypothetical protein	None
W3030J00110	scaffold_10	2961	4344	+	hypothetical protein	None
W3030J00120	scaffold_10	4647	6912	+	hypothetical protein	None
W3030J00130	scaffold_10	7067	7880	+	hypothetical protein	None
W3030J00140	scaffold_10	8046	8709	-	hypothetical protein	None
W3030J00150	scaffold_10	9768	10161	+	hypothetical protein	None
W3030J00160	scaffold_10	10355	10655	-	hypothetical protein	None
W3030J00170	scaffold_10	11153	12419	-	hypothetical protein	None
W3030J00180	scaffold_10	12615	13149	+	hypothetical protein	None
W3030J00190	scaffold_10	13214	14744	+	hypothetical protein	None
W3030J00200	scaffold_10	14809	23173	-	hypothetical protein	None
W3030J00210	scaffold_10	24891	26292	-	hypothetical protein	None
W3030J00220	scaffold_10	27565	30508	+	hypothetical protein	None
W3030J00230	scaffold_10	30858	33111	-	hypothetical protein	None
W3030J00240	scaffold_10	33416	34793	-	hypothetical protein	None
W3030J00250	scaffold_10	35531	36638	+	hypothetical protein	None
W3030J00260	scaffold_10	36735	38361	-	hypothetical protein	None
W3030J00270	scaffold_10	38924	43433	+	hypothetical protein	None
W3030J00280	scaffold_10	44043	44397	-	hypothetical protein	None
W3030J00290	scaffold_10	44708	47927	-	hypothetical protein	None
W3030J00300	scaffold_10	48164	50114	-	hypothetical protein	None
W3030J00310	scaffold_10	50387	51455	-	hypothetical protein	None
W3030J00320	scaffold_10	53381	53630	+	hypothetical protein	None
W3030J00330	scaffold_10	54144	55434	+	hypothetical protein	None
W3030J00340	scaffold_10	55733	56798	+	hypothetical protein	None
W3030J00350	scaffold_10	57042	59286	-	hypothetical protein	None
W3030J00360	scaffold_10	60072	63519	-	hypothetical protein	None
W3030J00370	scaffold_10	63774	64560	-	hypothetical protein	None
W3030J00380	scaffold_10	65289	68625	+	hypothetical protein	None
W3030J00390	scaffold_10	68719	70810	-	hypothetical protein	None
W3030J00400	scaffold_10	71335	73399	+	hypothetical protein	None
W3030J00410	scaffold_10	73528	73852	-	hypothetical protein	None
W3030J00420	scaffold_10	74450	74648	+	hypothetical protein	None
W3030J00430	scaffold_10	74840	76112	+	hypothetical protein	None
W3030J00440	scaffold_10	76204	76831	-	hypothetical protein	None
W3030J00450	scaffold_10	77165	78572	+	hypothetical protein	None
W3030J00460	scaffold_10	78976	80233	-	hypothetical protein	None
W3030J00470	scaffold_10	80992	82570	+	hypothetical protein	None
W3030J00480	scaffold_10	82782	85278	-	hypothetical protein	None
W3030J00490	scaffold_10	86156	88163	-	hypothetical protein	None
W3030J00500	scaffold_10	88707	89523	+	hypothetical protein	None
W3030J00510	scaffold_10	90231	90648	+	hypothetical protein	None
W3030J00520	scaffold_10	91298	95444	-	hypothetical protein	None
W3030J00530	scaffold_10	95827	97153	+	hypothetical protein	None
W3030J00540	scaffold_10	97546	98920	-	hypothetical protein	None
W3030J00550	scaffold_10	100091	100865	+	hypothetical protein	None
W3030J00560	scaffold_10	101853	103773	-	hypothetical protein	None
W3030J00570	scaffold_10	104759	105485	+	hypothetical protein	None
W3030J00580	scaffold_10	105624	106095	-	hypothetical protein	None
W3030J00590	scaffold_10	106905	107085	+	hypothetical protein	None
W3030J00600	scaffold_10	107501	109241	-	hypothetical protein	None
W3030J00610	scaffold_10	109696	110395	+	hypothetical protein	None
W3030J00620	scaffold_10	110718	113547	+	hypothetical protein	None
W3030J00630	scaffold_10	113956	114730	-	hypothetical protein	None
W3030J00640	scaffold_10	115002	117120	-	hypothetical protein	None
W3030J00650	scaffold_10	117357	121899	-	hypothetical protein	None
W3030J00660	scaffold_10	122165	123203	-	hypothetical protein	None
W3030J00670	scaffold_10	123693	124839	+	hypothetical protein	None
W3030J00680	scaffold_10	125207	126224	+	hypothetical protein	None
W3030J00690	scaffold_10	126549	127506	-	hypothetical protein	None
W3030J00700	scaffold_10	127996	128281	-	hypothetical protein	None
W3030J00710	scaffold_10	129548	130820	+	hypothetical protein	None
W3030J00720	scaffold_10	131073	131394	-	hypothetical protein	None
W3030J00730	scaffold_10	131980	132612	+	hypothetical protein	None
W3030J00740	scaffold_10	133036	133273	-	hypothetical protein	None
W3030J00750	scaffold_10	134006	134422	+	hypothetical protein	None
W3030J00760	scaffold_10	134864	135302	+	hypothetical protein	None
W3030J00770	scaffold_10	135916	137965	+	hypothetical protein	None
W3030J00780	scaffold_10	138295	140902	-	hypothetical protein	None
W3030J00790	scaffold_10	141249	144651	-	hypothetical protein	None
W3030J00800	scaffold_10	145035	145470	-	hypothetical protein	None
W3030J00810	scaffold_10	145776	147501	+	hypothetical protein	None
W3030J00820	scaffold_10	147728	149291	+	hypothetical protein	None
W3030J00830	scaffold_10	149373	149850	-	hypothetical protein	None
W3030J00840	scaffold_10	150219	154959	-	hypothetical protein	None
W3030J00850	scaffold_10	155826	156888	+	hypothetical protein	None
W3030J00860	scaffold_10	157495	159076	+	hypothetical protein	None
W3030J00870	scaffold_10	162309	164994	-	hypothetical protein	None
W3030J00880	scaffold_10	165301	166507	+	hypothetical protein	None
W3030J00890	scaffold_10	166783	169063	+	hypothetical protein	None
W3030J00900	scaffold_10	169352	170195	-	hypothetical protein	None
W3030J00910	scaffold_10	170439	172470	+	hypothetical protein	None
W3030J00920	scaffold_10	172898	175421	+	hypothetical protein	None
W3030J00930	scaffold_10	175877	179612	-	hypothetical protein	None
W3030J00940	scaffold_10	179832	180375	-	hypothetical protein	None
W3030J00950	scaffold_10	180715	183646	+	hypothetical protein	None
W3030JAtrna1N	scaffold_261	625	697	+	None	None
W3030JB00100	scaffold_262	55	1024	-	hypothetical protein	None
W3030JD00100	scaffold_264	828	1039	+	hypothetical protein	None
W3030JJtrna6M	scaffold_270	722	796	+	None	None
W3030JN00100	scaffold_274	16	715	+	hypothetical protein	None
W3030JS00100	scaffold_279	164	759	+	hypothetical protein	None
W3030JUtrna6Y	scaffold_281	509	594	+	None	None
W3030JW00100	scaffold_283	478	724	+	hypothetical protein	None
W3030JZ00100	scaffold_286	56	455	+	hypothetical protein	None
W3030Jtrna4F	scaffold_10	214	305	+	None	None
W3030Jtrna5I	scaffold_10	160867	161071	+	None	None
W3030K00100	scaffold_11	476	1094	-	hypothetical protein	None
W3030K00110	scaffold_11	1622	3098	-	hypothetical protein	None
W3030K00120	scaffold_11	3497	5663	+	hypothetical protein	None
W3030K00130	scaffold_11	5725	7627	-	hypothetical protein	None
W3030K00140	scaffold_11	7908	8703	+	hypothetical protein	None
W3030K00150	scaffold_11	9126	10242	+	hypothetical protein	None
W3030K00160	scaffold_11	10389	12822	-	hypothetical protein	None
W3030K00170	scaffold_11	13631	14642	+	hypothetical protein	None
W3030K00180	scaffold_11	14781	16332	-	hypothetical protein	None
W3030K00190	scaffold_11	16519	16987	+	hypothetical protein	None
W3030K00200	scaffold_11	17105	18755	-	hypothetical protein	None
W3030K00210	scaffold_11	19508	21452	+	hypothetical protein	None
W3030K00220	scaffold_11	21791	22097	+	hypothetical protein	None
W3030K00230	scaffold_11	23086	23314	+	hypothetical protein	None
W3030K00240	scaffold_11	23650	24928	-	hypothetical protein	None
W3030K00250	scaffold_11	25173	26697	+	hypothetical protein	None
W3030K00260	scaffold_11	27037	29098	+	hypothetical protein	None
W3030K00270	scaffold_11	29234	30264	-	hypothetical protein	None
W3030K00280	scaffold_11	30917	33401	+	hypothetical protein	None
W3030K00290	scaffold_11	33699	35790	-	hypothetical protein	None
W3030K00300	scaffold_11	36511	39292	+	hypothetical protein	None
W3030K00310	scaffold_11	39498	40632	-	hypothetical protein	None
W3030K00320	scaffold_11	40911	41256	-	hypothetical protein	None
W3030K00330	scaffold_11	41830	45082	-	hypothetical protein	None
W3030K00340	scaffold_11	45488	46118	-	hypothetical protein	None
W3030K00350	scaffold_11	46688	47534	+	hypothetical protein	None
W3030K00360	scaffold_11	47967	52272	+	hypothetical protein	None
W3030K00370	scaffold_11	52513	53671	-	hypothetical protein	None
W3030K00380	scaffold_11	55029	55986	+	hypothetical protein	None
W3030K00390	scaffold_11	56151	56847	-	hypothetical protein	None
W3030K00400	scaffold_11	58716	59940	+	hypothetical protein	None
W3030K00410	scaffold_11	60485	62177	-	hypothetical protein	None
W3030K00420	scaffold_11	62721	64350	-	hypothetical protein	None
W3030K00430	scaffold_11	64928	65984	-	hypothetical protein	None
W3030K00440	scaffold_11	67012	68443	-	hypothetical protein	None
W3030K00450	scaffold_11	69496	70390	-	hypothetical protein	None
W3030K00460	scaffold_11	70860	73905	-	hypothetical protein	None
W3030K00470	scaffold_11	74522	78602	-	hypothetical protein	None
W3030K00480	scaffold_11	78949	79570	+	hypothetical protein	None
W3030K00490	scaffold_11	79689	82788	-	hypothetical protein	None
W3030K00500	scaffold_11	83356	90487	+	hypothetical protein	None
W3030K00510	scaffold_11	90899	93797	-	hypothetical protein	None
W3030K00520	scaffold_11	94343	95798	+	hypothetical protein	None
W3030K00530	scaffold_11	96077	96719	+	hypothetical protein	None
W3030K00540	scaffold_11	97162	98052	+	hypothetical protein	None
W3030K00550	scaffold_11	98248	99184	-	hypothetical protein	None
W3030K00560	scaffold_11	100203	101514	+	hypothetical protein	None
W3030K00570	scaffold_11	101778	102960	-	hypothetical protein	None
W3030K00580	scaffold_11	103790	106631	+	hypothetical protein	None
W3030K00590	scaffold_11	106863	107349	+	hypothetical protein	None
W3030K00600	scaffold_11	107862	108600	+	hypothetical protein	None
W3030K00610	scaffold_11	108741	111213	-	hypothetical protein	None
W3030K00620	scaffold_11	111693	113277	-	hypothetical protein	None
W3030K00630	scaffold_11	113537	116069	+	hypothetical protein	None
W3030K00640	scaffold_11	116429	118505	-	hypothetical protein	None
W3030K00650	scaffold_11	119187	120225	+	hypothetical protein	None
W3030K00660	scaffold_11	120805	122395	+	hypothetical protein	None
W3030K00670	scaffold_11	123125	126788	+	hypothetical protein	None
W3030K00680	scaffold_11	127050	127368	-	hypothetical protein	None
W3030K00690	scaffold_11	128495	133535	+	hypothetical protein	None
W3030K00700	scaffold_11	133834	135550	+	hypothetical protein	None
W3030K00710	scaffold_11	135868	139225	+	hypothetical protein	None
W3030K00720	scaffold_11	139311	140019	-	hypothetical protein	None
W3030K00730	scaffold_11	140184	141366	-	hypothetical protein	None
W3030K00740	scaffold_11	141542	142583	+	hypothetical protein	None
W3030K00750	scaffold_11	142855	144805	+	hypothetical protein	None
W3030K00760	scaffold_11	145257	148473	-	hypothetical protein	None
W3030K00770	scaffold_11	148590	148689	-	hypothetical protein	None
W3030K00780	scaffold_11	149021	149615	+	hypothetical protein	None
W3030K00790	scaffold_11	149748	150363	-	hypothetical protein	None
W3030K00800	scaffold_11	150611	154739	-	hypothetical protein	None
W3030K00810	scaffold_11	155119	156373	+	hypothetical protein	None
W3030K00820	scaffold_11	156423	157131	-	hypothetical protein	None
W3030K00830	scaffold_11	157581	159564	-	hypothetical protein	None
W3030K00840	scaffold_11	161878	162478	+	hypothetical protein	None
W3030K00850	scaffold_11	163998	165627	+	hypothetical protein	None
W3030K00860	scaffold_11	166516	167149	-	hypothetical protein	None
W3030K00870	scaffold_11	170449	172874	+	hypothetical protein	None
W3030KD00100	scaffold_290	0	468	-	hypothetical protein	None
W3030KN00100	scaffold_300	204	473	+	hypothetical protein	None
W3030KO00100	scaffold_301	3	465	+	hypothetical protein	None
W3030KZ00100	scaffold_312	38	356	+	hypothetical protein	None
W3030Ktrna2I	scaffold_11	13245	13319	+	None	None
W3030L00100	scaffold_12	410	935	-	hypothetical protein	None
W3030L00110	scaffold_12	1773	2964	+	hypothetical protein	None
W3030L00120	scaffold_12	3932	6626	+	hypothetical protein	None
W3030L00130	scaffold_12	7276	8959	-	hypothetical protein	None
W3030L00140	scaffold_12	11933	14438	+	hypothetical protein	None
W3030L00150	scaffold_12	15281	16946	-	hypothetical protein	None
W3030L00160	scaffold_12	17151	18189	-	hypothetical protein	None
W3030L00170	scaffold_12	18411	19212	+	hypothetical protein	None
W3030L00180	scaffold_12	19393	23980	-	hypothetical protein	None
W3030L00190	scaffold_12	24566	25985	+	hypothetical protein	None
W3030L00200	scaffold_12	26256	27951	+	hypothetical protein	None
W3030L00210	scaffold_12	28019	29261	-	hypothetical protein	None
W3030L00220	scaffold_12	29924	31205	+	hypothetical protein	None
W3030L00230	scaffold_12	31481	34334	-	hypothetical protein	None
W3030L00240	scaffold_12	34994	35672	+	hypothetical protein	None
W3030L00250	scaffold_12	35843	37166	-	hypothetical protein	None
W3030L00260	scaffold_12	37572	40269	-	hypothetical protein	None
W3030L00270	scaffold_12	42003	42903	+	hypothetical protein	None
W3030L00280	scaffold_12	43075	44008	-	hypothetical protein	None
W3030L00290	scaffold_12	44426	46139	+	hypothetical protein	None
W3030L00300	scaffold_12	46586	47699	+	hypothetical protein	None
W3030L00310	scaffold_12	50854	52393	+	hypothetical protein	None
W3030L00320	scaffold_12	52827	53871	+	hypothetical protein	None
W3030L00330	scaffold_12	54237	57489	+	hypothetical protein	None
W3030L00340	scaffold_12	57902	59033	+	hypothetical protein	None
W3030L00350	scaffold_12	59099	59918	-	hypothetical protein	None
W3030L00360	scaffold_12	60094	61120	+	hypothetical protein	None
W3030L00370	scaffold_12	61345	64744	+	hypothetical protein	None
W3030L00380	scaffold_12	64925	69395	-	hypothetical protein	None
W3030L00390	scaffold_12	70220	71351	+	hypothetical protein	None
W3030L00400	scaffold_12	71575	72043	-	hypothetical protein	None
W3030L00410	scaffold_12	72434	73370	-	hypothetical protein	None
W3030L00420	scaffold_12	73926	76032	+	hypothetical protein	None
W3030L00430	scaffold_12	76133	78191	-	hypothetical protein	None
W3030L00440	scaffold_12	78400	79642	-	hypothetical protein	None
W3030L00450	scaffold_12	79952	81803	-	hypothetical protein	None
W3030L00460	scaffold_12	82036	84769	+	hypothetical protein	None
W3030L00470	scaffold_12	85036	88696	-	hypothetical protein	None
W3030L00480	scaffold_12	89399	91808	+	hypothetical protein	None
W3030L00490	scaffold_12	92177	93215	-	hypothetical protein	None
W3030L00500	scaffold_12	93552	96422	+	hypothetical protein	None
W3030L00510	scaffold_12	96580	97543	-	hypothetical protein	None
W3030L00520	scaffold_12	99211	100513	+	hypothetical protein	None
W3030L00530	scaffold_12	101255	105050	+	hypothetical protein	None
W3030L00540	scaffold_12	105196	109408	-	hypothetical protein	None
W3030L00550	scaffold_12	109693	111073	+	hypothetical protein	None
W3030L00560	scaffold_12	111271	112624	-	hypothetical protein	None
W3030L00570	scaffold_12	112841	113885	-	hypothetical protein	None
W3030L00580	scaffold_12	113940	114324	-	hypothetical protein	None
W3030L00590	scaffold_12	114545	115688	+	hypothetical protein	None
W3030L00600	scaffold_12	116070	117873	+	hypothetical protein	None
W3030L00610	scaffold_12	118330	120265	-	hypothetical protein	None
W3030L00620	scaffold_12	121167	121932	+	hypothetical protein	None
W3030L00630	scaffold_12	122468	124022	-	hypothetical protein	None
W3030L00640	scaffold_12	124275	124656	-	hypothetical protein	None
W3030L00650	scaffold_12	125132	127436	-	hypothetical protein	None
W3030L00660	scaffold_12	127940	129446	+	hypothetical protein	None
W3030L00670	scaffold_12	131990	132788	+	hypothetical protein	None
W3030L00680	scaffold_12	133287	135120	+	hypothetical protein	None
W3030L00690	scaffold_12	135510	136479	+	hypothetical protein	None
W3030L00700	scaffold_12	136937	139115	+	hypothetical protein	None
W3030L00710	scaffold_12	139409	141416	+	hypothetical protein	None
W3030L00720	scaffold_12	141651	143202	-	hypothetical protein	None
W3030L00730	scaffold_12	143451	144843	+	hypothetical protein	None
W3030L00740	scaffold_12	145010	146885	-	hypothetical protein	None
W3030L00750	scaffold_12	147121	147544	-	hypothetical protein	None
W3030L00760	scaffold_12	147805	149746	-	hypothetical protein	None
W3030L00770	scaffold_12	150032	150482	+	hypothetical protein	None
W3030L00780	scaffold_12	150895	152026	+	hypothetical protein	None
W3030L00790	scaffold_12	152171	153632	-	hypothetical protein	None
W3030L00800	scaffold_12	154426	155388	+	hypothetical protein	None
W3030L00810	scaffold_12	155653	156301	+	hypothetical protein	None
W3030L00820	scaffold_12	156694	157744	+	hypothetical protein	None
W3030L00830	scaffold_12	158091	160014	+	hypothetical protein	None
W3030L00840	scaffold_12	160802	161540	+	hypothetical protein	None
W3030LA00100	scaffold_313	41	386	+	hypothetical protein	None
W3030LG00100	scaffold_319	50	365	+	hypothetical protein	None
W3030LI00100	scaffold_321	84	346	+	hypothetical protein	None
W3030LK00100	scaffold_323	2	293	-	hypothetical protein	None
W3030LL00100	scaffold_324	3	344	+	hypothetical protein	None
W3030LQ00100	scaffold_329	152	339	+	hypothetical protein	None
W3030LS00100	scaffold_331	111	336	+	hypothetical protein	None
W3030LW00100	scaffold_335	3	327	+	hypothetical protein	None
W3030Ltrna1?	scaffold_12	130848	130936	-	None	None
W3030M00100	scaffold_13	360	1422	-	hypothetical protein	None
W3030M00110	scaffold_13	2118	4143	+	hypothetical protein	None
W3030M00120	scaffold_13	4312	4903	-	hypothetical protein	None
W3030M00130	scaffold_13	5504	6068	-	hypothetical protein	None
W3030M00140	scaffold_13	6725	8627	+	hypothetical protein	None
W3030M00150	scaffold_13	9030	18837	+	hypothetical protein	None
W3030M00160	scaffold_13	19295	21287	-	hypothetical protein	None
W3030M00170	scaffold_13	21559	22684	-	hypothetical protein	None
W3030M00180	scaffold_13	23051	24017	+	hypothetical protein	None
W3030M00190	scaffold_13	24416	24527	+	hypothetical protein	None
W3030M00200	scaffold_13	24764	25010	-	hypothetical protein	None
W3030M00210	scaffold_13	25313	25757	+	hypothetical protein	None
W3030M00220	scaffold_13	25882	27616	+	hypothetical protein	None
W3030M00230	scaffold_13	28112	32420	+	hypothetical protein	None
W3030M00240	scaffold_13	32576	33815	-	hypothetical protein	None
W3030M00250	scaffold_13	34361	37058	+	hypothetical protein	None
W3030M00260	scaffold_13	37266	37941	-	hypothetical protein	None
W3030M00270	scaffold_13	38255	38783	+	hypothetical protein	None
W3030M00280	scaffold_13	38946	40455	-	hypothetical protein	None
W3030M00290	scaffold_13	41391	41805	+	hypothetical protein	None
W3030M00300	scaffold_13	42562	43414	+	hypothetical protein	None
W3030M00310	scaffold_13	43685	45095	-	hypothetical protein	None
W3030M00320	scaffold_13	46704	49335	-	hypothetical protein	None
W3030M00330	scaffold_13	49693	50368	-	hypothetical protein	None
W3030M00340	scaffold_13	51613	53515	+	hypothetical protein	None
W3030M00350	scaffold_13	53815	54412	+	hypothetical protein	None
W3030M00360	scaffold_13	54450	56115	-	hypothetical protein	None
W3030M00370	scaffold_13	56639	57611	+	hypothetical protein	None
W3030M00380	scaffold_13	57790	59491	-	hypothetical protein	None
W3030M00390	scaffold_13	59671	60079	-	hypothetical protein	None
W3030M00400	scaffold_13	60397	61726	+	hypothetical protein	None
W3030M00410	scaffold_13	62003	63929	+	hypothetical protein	None
W3030M00420	scaffold_13	64060	66493	-	hypothetical protein	None
W3030M00430	scaffold_13	66671	67460	-	hypothetical protein	None
W3030M00440	scaffold_13	67594	68221	-	hypothetical protein	None
W3030M00450	scaffold_13	68428	70030	-	hypothetical protein	None
W3030M00460	scaffold_13	70252	71137	+	hypothetical protein	None
W3030M00470	scaffold_13	71208	73509	-	hypothetical protein	None
W3030M00480	scaffold_13	74164	75115	+	hypothetical protein	None
W3030M00490	scaffold_13	75457	75829	+	hypothetical protein	None
W3030M00500	scaffold_13	76170	77256	+	hypothetical protein	None
W3030M00510	scaffold_13	77355	80391	-	hypothetical protein	None
W3030M00520	scaffold_13	80673	82644	-	hypothetical protein	None
W3030M00530	scaffold_13	82953	84708	-	hypothetical protein	None
W3030M00540	scaffold_13	85083	86235	-	hypothetical protein	None
W3030M00550	scaffold_13	87070	89314	+	hypothetical protein	None
W3030M00560	scaffold_13	89438	89516	-	hypothetical protein	None
W3030M00570	scaffold_13	90593	92159	+	hypothetical protein	None
W3030M00580	scaffold_13	92550	93705	-	hypothetical protein	None
W3030M00590	scaffold_13	94282	95107	-	hypothetical protein	None
