w303_gene_id	locus_tag	sc_gene_id	std_gene_name	erg_name	w303_scaffold	chromosome_id	start	end	strand	product
W3030G01620	W303_0G01620		YGL092W		w303_scaffold_7	CM007970.1	334498	338451	+	hypothetical protein
W3030G01630	W303_0G01630		YGL091C		w303_scaffold_7	CM007970.1	338648	339634	-	hypothetical protein
W3030G01640	W303_0G01640		YGL090W		w303_scaffold_7	CM007970.1	339911	341176	+	hypothetical protein
W3030G01650	W303_0G01650		YGL089C		w303_scaffold_7	CM007970.1	341383	341745	-	hypothetical protein
W3030G01660	W303_0G01660		YGL087C		w303_scaffold_7	CM007970.1	342998	343300	-	hypothetical protein
W3030G01670	W303_0G01670		YGL086W		w303_scaffold_7	CM007970.1	343711	345960	+	hypothetical protein
W3030G01680	W303_0G01680		YGL085W		w303_scaffold_7	CM007970.1	346208	347032	+	hypothetical protein
W3030G01690	W303_0G01690		YGL084C		w303_scaffold_7	CM007970.1	347208	348890	-	hypothetical protein
W3030G01700	W303_0G01700		YGL083W		w303_scaffold_7	CM007970.1	349650	352064	+	hypothetical protein
W3030G01710	W303_0G01710		YGL082W		w303_scaffold_7	CM007970.1	352419	353564	+	hypothetical protein
W3030G01720	W303_0G01720		YGL081W		w303_scaffold_7	CM007970.1	353969	354931	+	hypothetical protein
W3030G01730	W303_0G01730		YGL080W		w303_scaffold_7	CM007970.1	355228	355620	+	hypothetical protein
W3030G01740	W303_0G01740		YGL079W		w303_scaffold_7	CM007970.1	356036	356692	+	hypothetical protein
W3030G01750	W303_0G01750		YGL078C		w303_scaffold_7	CM007970.1	356880	358451	-	hypothetical protein
W3030G01760	W303_0G01760		YGL077C		w303_scaffold_7	CM007970.1	358817	360508	-	hypothetical protein
W3030G01770	W303_0G01770		YGL076C		w303_scaffold_7	CM007970.1	360927	360935	-	hypothetical protein
W3030G01780	W303_0G01780		YGL075C		w303_scaffold_7	CM007970.1	363518	364681	-	hypothetical protein
W3030G01790	W303_0G01790		YGL073W		w303_scaffold_7	CM007970.1	365346	367847	+	hypothetical protein
W3030G01800	W303_0G01800		YGL071W		w303_scaffold_7	CM007970.1	368605	370677	+	hypothetical protein
W3030G01810	W303_0G01810		YGL070C		w303_scaffold_7	CM007970.1	371052	371420	-	hypothetical protein
W3030G01820	W303_0G01820		YGL068W		w303_scaffold_7	CM007970.1	371680	372264	+	hypothetical protein
W3030G01830	W303_0G01830		YGL067W		w303_scaffold_7	CM007970.1	372694	373848	+	hypothetical protein
W3030G01840	W303_0G01840		YGL066W		w303_scaffold_7	CM007970.1	374202	376175	+	hypothetical protein
W3030G01850	W303_0G01850		YGL065C		w303_scaffold_7	CM007970.1	376353	377864	-	hypothetical protein
W3030G01860	W303_0G01860		YGL064C		w303_scaffold_7	CM007970.1	378116	379801	-	hypothetical protein
W3030G01870	W303_0G01870		YGL063W		w303_scaffold_7	CM007970.1	380005	381359	+	hypothetical protein
W3030G01880	W303_0G01880		YBR218C		w303_scaffold_7	CM007970.1	381789	385325	+	hypothetical protein
W3030G01890	W303_0G01890		YGL061C		w303_scaffold_7	CM007970.1	385561	386304	-	hypothetical protein
W3030G01900	W303_0G01900		YBR216C		w303_scaffold_7	CM007970.1	386565	388583	+	hypothetical protein
W3030G01910	W303_0G01910		YGL059W		w303_scaffold_7	CM007970.1	388816	390291	+	hypothetical protein
W3030G01920	W303_0G01920		YGL058W		w303_scaffold_7	CM007970.1	390579	391097	+	hypothetical protein
W3030G01930	W303_0G01930		YGL057C		w303_scaffold_7	CM007970.1	391559	392422	-	hypothetical protein
W3030G01940	W303_0G01940		YBR214W		w303_scaffold_7	CM007970.1	392628	394211	-	hypothetical protein
W3030G01950	W303_0G01950		YGL055W		w303_scaffold_7	CM007970.1	395221	396753	+	hypothetical protein
W3030G01960	W303_0G01960		YBR210W		w303_scaffold_7	CM007970.1	397506	397922	-	hypothetical protein
W3030Gtrna13E					w303_scaffold_7	CM007970.1	398162	398233	-	
W3030G01970	W303_0G01970		YGL053W		w303_scaffold_7	CM007970.1	399224	399937	+	hypothetical protein
W3030G01980	W303_0G01980		YGL051W		w303_scaffold_7	CM007970.1	400322	401026	+	hypothetical protein
W3030Gtrna19R					w303_scaffold_7	CM007970.1	402106	402177	+	
W3030G01990	W303_0G01990		YGL050W		w303_scaffold_7	CM007970.1	402412	403233	+	hypothetical protein
W3030G02000	W303_0G02000		YGL049C		w303_scaffold_7	CM007970.1	403496	406240	-	hypothetical protein
W3030G02010	W303_0G02010		YGL048C		w303_scaffold_7	CM007970.1	406705	407922	-	hypothetical protein
W3030G02020	W303_0G02020		YGL047W		w303_scaffold_7	CM007970.1	408188	408796	+	hypothetical protein
W3030Gtrna15V					w303_scaffold_7	CM007970.1	408930	409003	-	
W3030G02030	W303_0G02030		YGL045W		w303_scaffold_7	CM007970.1	410738	412366	+	hypothetical protein
W3030G02040	W303_0G02040		YGL044C		w303_scaffold_7	CM007970.1	412782	413672	-	hypothetical protein
W3030G02050	W303_0G02050		YGL043W		w303_scaffold_7	CM007970.1	414119	415048	+	hypothetical protein
W3030G02060	W303_0G02060		YGL041W		w303_scaffold_7	CM007970.1	415461	415925	+	hypothetical protein
W3030G02070	W303_0G02070		YGL040C		w303_scaffold_7	CM007970.1	416163	417191	-	hypothetical protein
W3030Gtrna20L					w303_scaffold_7	CM007970.1	419728	419841	+	
W3030G02080	W303_0G02080		YGL039W		w303_scaffold_7	CM007970.1	420597	421643	+	hypothetical protein
W3030G02090	W303_0G02090		YGL038C		w303_scaffold_7	CM007970.1	421998	423440	-	hypothetical protein
W3030G02100	W303_0G02100		YGL037C		w303_scaffold_7	CM007970.1	423933	424583	-	hypothetical protein
W3030G02110	W303_0G02110		YGL036W		w303_scaffold_7	CM007970.1	425237	427966	+	hypothetical protein
W3030G02120	W303_0G02120		YGL035C		w303_scaffold_7	CM007970.1	428184	429698	-	hypothetical protein
W3030G02130	W303_0G02130		YGL033W		w303_scaffold_7	CM007970.1	432835	432987	+	hypothetical protein
W3030G02140	W303_0G02140		YGL032C		w303_scaffold_7	CM007970.1	433206	433469	-	hypothetical protein
W3030G02150	W303_0G02150		YGL031C		w303_scaffold_7	CM007970.1	434103	434570	-	hypothetical protein
W3030G02160	W303_0G02160		YGL030W		w303_scaffold_7	CM007970.1	435727	436274	+	hypothetical protein
W3030G02170	W303_0G02170		YGL029W		w303_scaffold_7	CM007970.1	436699	437061	+	hypothetical protein
W3030Gtrna9F					w303_scaffold_7	CM007970.1	437352	437443	-	
W3030G02180	W303_0G02180		YGL028C		w303_scaffold_7	CM007970.1	437917	439545	-	hypothetical protein
W3030G02190	W303_0G02190		YGL027C		w303_scaffold_7	CM007970.1	440278	442779	-	hypothetical protein
W3030G02200	W303_0G02200		YGL026C		w303_scaffold_7	CM007970.1	443048	445171	-	hypothetical protein
W3030G02210	W303_0G02210		YGL025C		w303_scaffold_7	CM007970.1	445400	446695	-	hypothetical protein
W3030G02220	W303_0G02220		YGL023C		w303_scaffold_7	CM007970.1	446833	448740	-	hypothetical protein
W3030G02230	W303_0G02230		YGL022W		w303_scaffold_7	CM007970.1	449040	449555	+	hypothetical protein
W3030G02240	W303_0G02240				w303_scaffold_7	CM007970.1	449668	451554	+	hypothetical protein
W3030G02250	W303_0G02250		YBL009W		w303_scaffold_7	CM007970.1	451779	454061	+	hypothetical protein
W3030G02260	W303_0G02260		YGL020C		w303_scaffold_7	CM007970.1	454157	454864	-	hypothetical protein
W3030G02270	W303_0G02270		YGL019W		w303_scaffold_7	CM007970.1	455150	455986	+	hypothetical protein
W3030G02280	W303_0G02280		YGL018C		w303_scaffold_7	CM007970.1	456104	456658	-	hypothetical protein
W3030G02290	W303_0G02290		YGL017W		w303_scaffold_7	CM007970.1	456848	458359	+	hypothetical protein
W3030G02300	W303_0G02300		YGL016W		w303_scaffold_7	CM007970.1	458660	461905	+	hypothetical protein
W3030G02310	W303_0G02310		YGL015C		w303_scaffold_7	CM007970.1	462037	462429	-	hypothetical protein
W3030G02320	W303_0G02320		YGL014W		w303_scaffold_7	CM007970.1	463135	465801	+	hypothetical protein
W3030G02330	W303_0G02330		YBL005W		w303_scaffold_7	CM007970.1	466086	469292	-	hypothetical protein
W3030G02340	W303_0G02340		YGL012W		w303_scaffold_7	CM007970.1	469849	471270	+	hypothetical protein
W3030G02350	W303_0G02350		YGL011C		w303_scaffold_7	CM007970.1	471483	472241	-	hypothetical protein
W3030G02360	W303_0G02360		YGL010W		w303_scaffold_7	CM007970.1	472539	473063	+	hypothetical protein
W3030G02370	W303_0G02370		YGL009C		w303_scaffold_7	CM007970.1	473307	475646	-	hypothetical protein
W3030G02380	W303_0G02380		YGL008C		w303_scaffold_7	CM007970.1	476904	479660	-	hypothetical protein
W3030G02390	W303_0G02390		YGL006W		w303_scaffold_7	CM007970.1	482914	486435	+	hypothetical protein
W3030G02400	W303_0G02400		YGL005C		w303_scaffold_7	CM007970.1	486701	487540	-	hypothetical protein
W3030G02410	W303_0G02410		YGL004C		w303_scaffold_7	CM007970.1	487696	488949	-	hypothetical protein
W3030G02420	W303_0G02420		YGL003C		w303_scaffold_7	CM007970.1	489467	491167	-	hypothetical protein
W3030G02430	W303_0G02430		YAR002C		w303_scaffold_7	CM007970.1	491510	492160	+	hypothetical protein
W3030G02440	W303_0G02440		YGL001C		w303_scaffold_7	CM007970.1	492446	493495	-	hypothetical protein
W3030G02450	W303_0G02450		YGR001C		w303_scaffold_7	CM007970.1	494415	494801	-	hypothetical protein
W3030G02460	W303_0G02460		YGR002C		w303_scaffold_7	CM007970.1	495470	496900	-	hypothetical protein
W3030G02470	W303_0G02470		YGR003W		w303_scaffold_7	CM007970.1	497126	499360	+	hypothetical protein
W3030G02480	W303_0G02480		YGR004W		w303_scaffold_7	CM007970.1	499932	501320	+	hypothetical protein
W3030G02490	W303_0G02490		YGR005C		w303_scaffold_7	CM007970.1	501651	502853	-	hypothetical protein
W3030G02500	W303_0G02500		YGR006W		w303_scaffold_7	CM007970.1	503064	503819	+	hypothetical protein
W3030G02510	W303_0G02510		YGR007W		w303_scaffold_7	CM007970.1	503963	504934	+	hypothetical protein
W3030G02520	W303_0G02520		YGR008C		w303_scaffold_7	CM007970.1	505104	505358	-	hypothetical protein
W3030G02530	W303_0G02530		YGR009C		w303_scaffold_7	CM007970.1	506041	507996	-	hypothetical protein
W3030G02540	W303_0G02540		YGR010W		w303_scaffold_7	CM007970.1	508539	509726	+	hypothetical protein
W3030G02550	W303_0G02550		YGR012W		w303_scaffold_7	CM007970.1	510153	511334	+	hypothetical protein
W3030G02560	W303_0G02560		YGR013W		w303_scaffold_7	CM007970.1	511548	513410	+	hypothetical protein
W3030G02570	W303_0G02570		YGR014W		w303_scaffold_7	CM007970.1	513937	517857	+	hypothetical protein
W3030G02580	W303_0G02580		YGR015C		w303_scaffold_7	CM007970.1	518084	519070	-	hypothetical protein
W3030G02590	W303_0G02590		YGR016W		w303_scaffold_7	CM007970.1	519255	519827	+	hypothetical protein
W3030G02600	W303_0G02600		YGR017W		w303_scaffold_7	CM007970.1	520781	521674	+	hypothetical protein
W3030G02610	W303_0G02610		YGR019W		w303_scaffold_7	CM007970.1	522223	523638	+	hypothetical protein
W3030G02620	W303_0G02620		YGR020C		w303_scaffold_7	CM007970.1	523967	524323	-	hypothetical protein
W3030G02630	W303_0G02630		YGR021W		w303_scaffold_7	CM007970.1	524626	525498	+	hypothetical protein
W3030G02640	W303_0G02640		YGR023W		w303_scaffold_7	CM007970.1	526258	528000	+	hypothetical protein
W3030Gtrna13D					w303_scaffold_7	CM007970.1	528691	528762	+	
W3030G02650	W303_0G02650		YGR024C		w303_scaffold_7	CM007970.1	528964	529677	-	hypothetical protein
W3030G02660	W303_0G02660		YGR026W		w303_scaffold_7	CM007970.1	530066	530902	+	hypothetical protein
W3030G02670	W303_0G02670		YGR027C		w303_scaffold_7	CM007970.1	531214	531540	-	hypothetical protein
W3030G02680	W303_0G02680				w303_scaffold_7	CM007970.1	533139	534461	+	hypothetical protein
W3030Gtrna14E					w303_scaffold_7	CM007970.1	538932	539003	+	
W3030G02690	W303_0G02690		YGR028W		w303_scaffold_7	CM007970.1	539285	540373	+	hypothetical protein
W3030G02700	W303_0G02700		YGR029W		w303_scaffold_7	CM007970.1	540653	541287	+	hypothetical protein
W3030Gtrna14D					w303_scaffold_7	CM007970.1	541659	541730	-	
W3030G02710	W303_0G02710		YGR030C		w303_scaffold_7	CM007970.1	542763	543239	-	hypothetical protein
W3030G02720	W303_0G02720		YGR031W		w303_scaffold_7	CM007970.1	543523	544551	+	hypothetical protein
W3030G02730	W303_0G02730		YGR032W		w303_scaffold_7	CM007970.1	545346	551033	+	hypothetical protein
W3030G02740	W303_0G02740		YGR033C		w303_scaffold_7	CM007970.1	551330	552049	-	hypothetical protein
W3030G02750	W303_0G02750		YGR034W		w303_scaffold_7	CM007970.1	552894	553800	+	hypothetical protein
W3030G02760	W303_0G02760		YGR035C		w303_scaffold_7	CM007970.1	554200	554550	-	hypothetical protein
W3030G02770	W303_0G02770		YGR036C		w303_scaffold_7	CM007970.1	555277	555996	-	hypothetical protein
W3030G02780	W303_0G02780				w303_scaffold_7	CM007970.1	556859	557122	-	hypothetical protein
W3030G02790	W303_0G02790		YGR038W		w303_scaffold_7	CM007970.1	557810	558478	+	hypothetical protein
W3030Gtrna19S					w303_scaffold_7	CM007970.1	558790	558871	-	
W3030G02800	W303_0G02800				w303_scaffold_7	CM007970.1	563273	564595	-	hypothetical protein
W3030G02810	W303_0G02810				w303_scaffold_7	CM007970.1	566223	568526	-	hypothetical protein
W3030G02820	W303_0G02820		YGR040W		w303_scaffold_7	CM007970.1	572526	573632	+	hypothetical protein
W3030G02830	W303_0G02830		YGR041W		w303_scaffold_7	CM007970.1	574615	576258	+	hypothetical protein
W3030G02840	W303_0G02840		YGR042W		w303_scaffold_7	CM007970.1	576604	577419	+	hypothetical protein
W3030G02850	W303_0G02850		YGR043C		w303_scaffold_7	CM007970.1	577563	578564	-	hypothetical protein
W3030G02860	W303_0G02860		YGR044C		w303_scaffold_7	CM007970.1	580119	581021	-	hypothetical protein
W3030G02870	W303_0G02870		YGR046W		w303_scaffold_7	CM007970.1	582024	583181	+	hypothetical protein
W3030G02880	W303_0G02880		YGR047C		w303_scaffold_7	CM007970.1	583521	586598	-	hypothetical protein
W3030G02890	W303_0G02890		YGR048W		w303_scaffold_7	CM007970.1	586955	588040	+	hypothetical protein
W3030G02900	W303_0G02900		YGR049W		w303_scaffold_7	CM007970.1	588443	589006	+	hypothetical protein
W3030G02910	W303_0G02910		YGR052W		w303_scaffold_7	CM007970.1	590725	591834	+	hypothetical protein
W3030G02920	W303_0G02920		YGR053C		w303_scaffold_7	CM007970.1	592115	592966	-	hypothetical protein
W3030G02930	W303_0G02930		YGR054W		w303_scaffold_7	CM007970.1	593822	595750	+	hypothetical protein
W3030G02940	W303_0G02940		YGR055W		w303_scaffold_7	CM007970.1	596546	598270	+	hypothetical protein
W3030G02950	W303_0G02950		YGR056W		w303_scaffold_7	CM007970.1	598790	601576	+	hypothetical protein
W3030G02960	W303_0G02960		YGR057C		w303_scaffold_7	CM007970.1	601902	602639	-	hypothetical protein
W3030G02970	W303_0G02970		YGR058W		w303_scaffold_7	CM007970.1	603265	604272	+	hypothetical protein
W3030G02980	W303_0G02980		YGR059W		w303_scaffold_7	CM007970.1	604692	606230	+	hypothetical protein
W3030G02990	W303_0G02990		YGR060W		w303_scaffold_7	CM007970.1	607692	608621	+	hypothetical protein
W3030G03000	W303_0G03000		YGR061C		w303_scaffold_7	CM007970.1	609015	613091	-	hypothetical protein
W3030G03010	W303_0G03010		YGR062C		w303_scaffold_7	CM007970.1	613455	614405	-	hypothetical protein
W3030G03020	W303_0G03020		YGR063C		w303_scaffold_7	CM007970.1	614642	614950	-	hypothetical protein
W3030G03030	W303_0G03030		YGR065C		w303_scaffold_7	CM007970.1	615203	616984	-	hypothetical protein
W3030G03040	W303_0G03040		YGR066C		w303_scaffold_7	CM007970.1	618047	618925	-	hypothetical protein
W3030G03050	W303_0G03050		YGR067C		w303_scaffold_7	CM007970.1	619498	621912	-	hypothetical protein
W3030G03060	W303_0G03060		YGR068C		w303_scaffold_7	CM007970.1	622450	624210	-	hypothetical protein
W3030G03070	W303_0G03070		YGR070W		w303_scaffold_7	CM007970.1	624988	628455	+	hypothetical protein
W3030G03080	W303_0G03080		YGR071C		w303_scaffold_7	CM007970.1	628663	631245	-	hypothetical protein
W3030G03090	W303_0G03090		YGR072W		w303_scaffold_7	CM007970.1	631486	632649	+	hypothetical protein
W3030G03100	W303_0G03100		YGR074W		w303_scaffold_7	CM007970.1	632894	633334	+	hypothetical protein
W3030G03110	W303_0G03110		YGR075C		w303_scaffold_7	CM007970.1	633329	634057	-	hypothetical protein
W3030G03120	W303_0G03120		YGR076C		w303_scaffold_7	CM007970.1	634286	634759	-	hypothetical protein
W3030G03130	W303_0G03130		YGR077C		w303_scaffold_7	CM007970.1	634926	636695	-	hypothetical protein
W3030G03140	W303_0G03140		YGR078C		w303_scaffold_7	CM007970.1	636955	637554	-	hypothetical protein
W3030G03150	W303_0G03150		YGR079W		w303_scaffold_7	CM007970.1	637948	639060	+	hypothetical protein
W3030G03160	W303_0G03160		YGR080W		w303_scaffold_7	CM007970.1	639238	640236	+	hypothetical protein
W3030G03170	W303_0G03170		YGR081C		w303_scaffold_7	CM007970.1	640376	641008	-	hypothetical protein
W3030G03180	W303_0G03180		YGR082W		w303_scaffold_7	CM007970.1	641272	641823	+	hypothetical protein
W3030G03190	W303_0G03190		YGR083C		w303_scaffold_7	CM007970.1	642086	644041	-	hypothetical protein
W3030G03200	W303_0G03200		YGR084C		w303_scaffold_7	CM007970.1	644349	645368	-	hypothetical protein
W3030G03210	W303_0G03210		YGR085C		w303_scaffold_7	CM007970.1	645609	646133	-	hypothetical protein
W3030G03220	W303_0G03220		YGR086C		w303_scaffold_7	CM007970.1	646825	647844	-	hypothetical protein
W3030G03230	W303_0G03230		YGR087C		w303_scaffold_7	CM007970.1	648521	650212	-	hypothetical protein
W3030G03240	W303_0G03240		YGR088W		w303_scaffold_7	CM007970.1	651830	652021	+	hypothetical protein
W3030G03250	W303_0G03250				w303_scaffold_7	CM007970.1	652171	653892	+	hypothetical protein
W3030G03260	W303_0G03260		YGR089W		w303_scaffold_7	CM007970.1	654529	657339	+	hypothetical protein
W3030Gtrna12T					w303_scaffold_7	CM007970.1	659317	659388	+	
W3030G03270	W303_0G03270		YGR090W		w303_scaffold_7	CM007970.1	659926	663639	+	hypothetical protein
W3030G03280	W303_0G03280		YGR091W		w303_scaffold_7	CM007970.1	663909	665393	+	hypothetical protein
W3030G03290	W303_0G03290		YGR092W		w303_scaffold_7	CM007970.1	665757	667475	+	hypothetical protein
W3030G03300	W303_0G03300		YGR093W		w303_scaffold_7	CM007970.1	667956	669479	+	hypothetical protein
W3030G03310	W303_0G03310		YGR094W		w303_scaffold_7	CM007970.1	669754	673068	+	hypothetical protein
W3030G03320	W303_0G03320		YGR095C		w303_scaffold_7	CM007970.1	673241	674011	-	hypothetical protein
W3030G03330	W303_0G03330		YGR096W		w303_scaffold_7	CM007970.1	674191	675135	+	hypothetical protein
W3030G03340	W303_0G03340		YGR097W		w303_scaffold_7	CM007970.1	676266	679706	+	hypothetical protein
W3030G03350	W303_0G03350		YGR098C		w303_scaffold_7	CM007970.1	680137	685029	-	hypothetical protein
W3030G03360	W303_0G03360		YGR099W		w303_scaffold_7	CM007970.1	685470	687536	+	hypothetical protein
W3030G03370	W303_0G03370		YGR100W		w303_scaffold_7	CM007970.1	687815	690667	+	hypothetical protein
W3030G03380	W303_0G03380		YGR101W		w303_scaffold_7	CM007970.1	690933	691973	+	hypothetical protein
W3030G03390	W303_0G03390		YGR102C		w303_scaffold_7	CM007970.1	692154	692705	-	hypothetical protein
W3030G03400	W303_0G03400		YGR103W		w303_scaffold_7	CM007970.1	692987	694804	+	hypothetical protein
W3030G03410	W303_0G03410		YGR104C		w303_scaffold_7	CM007970.1	695015	695938	-	hypothetical protein
W3030G03420	W303_0G03420		YGR105W		w303_scaffold_7	CM007970.1	696169	696402	+	hypothetical protein
W3030G03430	W303_0G03430		YGR106C		w303_scaffold_7	CM007970.1	696534	697355	-	hypothetical protein
W3030Gtrna21L					w303_scaffold_7	CM007970.1	698287	698368	+	
W3030Gtrna18K					w303_scaffold_7	CM007970.1	698564	698659	-	
W3030G03440	W303_0G03440				w303_scaffold_7	CM007970.1	699095	700417	+	hypothetical protein
W3030G03450	W303_0G03450				w303_scaffold_7	CM007970.1	702154	704364	+	hypothetical protein
W3030G03460	W303_0G03460				w303_scaffold_7	CM007970.1	707179	708594	+	hypothetical protein
W3030G03470	W303_0G03470		YGR109C		w303_scaffold_7	CM007970.1	708903	710045	-	hypothetical protein
W3030Gtrna4C					w303_scaffold_7	CM007970.1	710654	710725	-	
W3030Gtrna5C					w303_scaffold_7	CM007970.1	711172	711243	-	
W3030G03480	W303_0G03480		YGR110W		w303_scaffold_7	CM007970.1	712416	713753	+	hypothetical protein
W3030G03490	W303_0G03490		YGR111W		w303_scaffold_7	CM007970.1	714531	715733	+	hypothetical protein
W3030G03500	W303_0G03500		YGR112W		w303_scaffold_7	CM007970.1	716061	717230	+	hypothetical protein
W3030G03510	W303_0G03510		YGR113W		w303_scaffold_7	CM007970.1	717596	718627	+	hypothetical protein
W3030G03520	W303_0G03520		YGR116W		w303_scaffold_7	CM007970.1	719120	723475	+	hypothetical protein
W3030G03530	W303_0G03530		YGR117C		w303_scaffold_7	CM007970.1	723736	725169	-	hypothetical protein
W3030G03540	W303_0G03540		YGR118W		w303_scaffold_7	CM007970.1	725668	726422	+	hypothetical protein
W3030G03550	W303_0G03550		YGR119C		w303_scaffold_7	CM007970.1	726738	728366	-	hypothetical protein
W3030G03560	W303_0G03560		YGR120C		w303_scaffold_7	CM007970.1	728727	729554	-	hypothetical protein
W3030G03570	W303_0G03570		YGR122W		w303_scaffold_7	CM007970.1	730578	731786	-	hypothetical protein
W3030G03580	W303_0G03580		YGR121C		w303_scaffold_7	CM007970.1	732817	734295	+	hypothetical protein
W3030Gtrna11N					w303_scaffold_7	CM007970.1	734534	734607	-	
W3030G03590	W303_0G03590				w303_scaffold_7	CM007970.1	735047	736369	+	hypothetical protein
W3030G03600	W303_0G03600				w303_scaffold_7	CM007970.1	741140	745180	-	hypothetical protein
W3030Gtrna20R					w303_scaffold_7	CM007970.1	746931	747002	+	
W3030G03610	W303_0G03610		YGR123C		w303_scaffold_7	CM007970.1	747254	748795	-	hypothetical protein
W3030Gtrna14I					w303_scaffold_7	CM007970.1	749714	749787	+	
W3030G03620	W303_0G03620		YGR124W		w303_scaffold_7	CM007970.1	750536	752254	+	hypothetical protein
W3030G03630	W303_0G03630		YGR125W		w303_scaffold_7	CM007970.1	752915	756025	+	hypothetical protein
W3030G03640	W303_0G03640		YGR126W		w303_scaffold_7	CM007970.1	756425	757117	+	hypothetical protein
W3030G03650	W303_0G03650		YGR127W		w303_scaffold_7	CM007970.1	757379	758317	+	hypothetical protein
W3030G03660	W303_0G03660		YGR128C		w303_scaffold_7	CM007970.1	758531	760672	-	hypothetical protein
W3030G03670	W303_0G03670		YGR129W		w303_scaffold_7	CM007970.1	760981	761628	+	hypothetical protein
W3030G03680	W303_0G03680		YGR130C		w303_scaffold_7	CM007970.1	761974	764490	-	hypothetical protein
W3030G03690	W303_0G03690		YGR131W		w303_scaffold_7	CM007970.1	765373	765897	+	hypothetical protein
W3030G03700	W303_0G03700		YGR132C		w303_scaffold_7	CM007970.1	766236	767099	-	hypothetical protein
W3030G03710	W303_0G03710		YGR133W		w303_scaffold_7	CM007970.1	767543	768094	+	hypothetical protein
W3030G03720	W303_0G03720		YGR134W		w303_scaffold_7	CM007970.1	768417	771785	+	hypothetical protein
W3030G03730	W303_0G03730		YGR135W		w303_scaffold_7	CM007970.1	772039	772815	+	hypothetical protein
W3030G03740	W303_0G03740		YGR136W		w303_scaffold_7	CM007970.1	773075	773800	+	hypothetical protein
W3030G03750	W303_0G03750		YGR138C		w303_scaffold_7	CM007970.1	774409	776253	-	hypothetical protein
W3030G03760	W303_0G03760		YGR140W		w303_scaffold_7	CM007970.1	778076	780946	+	hypothetical protein
W3030G03770	W303_0G03770		YGR141W		w303_scaffold_7	CM007970.1	781216	782619	+	hypothetical protein
W3030G03780	W303_0G03780		YGR142W		w303_scaffold_7	CM007970.1	783101	784333	+	hypothetical protein
W3030Gtrna15A					w303_scaffold_7	CM007970.1	784996	785068	+	
W3030G03790	W303_0G03790		YGR143W		w303_scaffold_7	CM007970.1	785840	788155	+	hypothetical protein
W3030Gtrna19G					w303_scaffold_7	CM007970.1	790263	790334	+	
W3030G03800	W303_0G03800		YGR144W		w303_scaffold_7	CM007970.1	791046	792026	+	hypothetical protein
W3030G03810	W303_0G03810		YGR145W		w303_scaffold_7	CM007970.1	792414	794537	+	hypothetical protein
W3030G03820	W303_0G03820		YGR146C		w303_scaffold_7	CM007970.1	794870	795505	-	hypothetical protein
W3030G03830	W303_0G03830		YGR147C		w303_scaffold_7	CM007970.1	796701	797567	-	hypothetical protein
W3030G03840	W303_0G03840		YGL031C		w303_scaffold_7	CM007970.1	797959	798426	-	hypothetical protein
W3030G03850	W303_0G03850		YGR149W		w303_scaffold_7	CM007970.1	799678	800976	+	hypothetical protein
W3030G03860	W303_0G03860		YGR150C		w303_scaffold_7	CM007970.1	801106	803700	-	hypothetical protein
W3030Gtrna16A					w303_scaffold_7	CM007970.1	805064	805136	+	
W3030G03870	W303_0G03870		YGR152C		w303_scaffold_7	CM007970.1	805321	806139	-	hypothetical protein
W3030G03880	W303_0G03880		YGR153W		w303_scaffold_7	CM007970.1	806739	807392	+	hypothetical protein
W3030G03890	W303_0G03890		YGR154C		w303_scaffold_7	CM007970.1	807445	808515	-	hypothetical protein
W3030G03900	W303_0G03900		YGR155W		w303_scaffold_7	CM007970.1	809190	810713	+	hypothetical protein
W3030G03910	W303_0G03910		YGR156W		w303_scaffold_7	CM007970.1	811193	812470	+	hypothetical protein
W3030G03920	W303_0G03920		YGR157W		w303_scaffold_7	CM007970.1	813090	815699	+	hypothetical protein
W3030G03930	W303_0G03930		YGR158C		w303_scaffold_7	CM007970.1	815918	816670	-	hypothetical protein
W3030G03940	W303_0G03940		YGR159C		w303_scaffold_7	CM007970.1	817061	818347	-	hypothetical protein
W3030G03950	W303_0G03950		YGR161C		w303_scaffold_7	CM007970.1	819322	820113	-	hypothetical protein
W3030Gtrna16V					w303_scaffold_7	CM007970.1	822630	822703	+	
W3030Gtrna17V					w303_scaffold_7	CM007970.1	823038	823111	+	
W3030G03960	W303_0G03960		YGL049C		w303_scaffold_7	CM007970.1	823616	826474	+	hypothetical protein
W3030G03970	W303_0G03970		YGR163W		w303_scaffold_7	CM007970.1	827109	828134	+	hypothetical protein
W3030Gtrna21R					w303_scaffold_7	CM007970.1	828280	828351	-	
W3030G03980	W303_0G03980		YGR165W		w303_scaffold_7	CM007970.1	828673	829710	+	hypothetical protein
W3030G03990	W303_0G03990		YGR166W		w303_scaffold_7	CM007970.1	830072	831754	+	hypothetical protein
W3030G04000	W303_0G04000		YGR167W		w303_scaffold_7	CM007970.1	832013	832720	+	hypothetical protein
W3030G04010	W303_0G04010		YGR168C		w303_scaffold_7	CM007970.1	832915	834045	-	hypothetical protein
W3030G04020	W303_0G04020		YGR169C		w303_scaffold_7	CM007970.1	834252	835466	-	hypothetical protein
W3030G04030	W303_0G04030		YGR169C		w303_scaffold_7	CM007970.1	835950	836228	-	hypothetical protein
W3030G04040	W303_0G04040		YGR170W		w303_scaffold_7	CM007970.1	836705	840121	+	hypothetical protein
